year,state,question,category,group,value
2022,Michigan,Depression among adults,Race/Ethnicity,"White, non-Hispanic",25.6
2022,Kentucky,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",35.3
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",5.3
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",9.3
2022,Nebraska,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",32.1
2022,Nebraska,Depression among adults,Race/Ethnicity,"White, non-Hispanic",19.7
2022,Illinois,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.7
2022,Michigan,Frequent mental distress among adults,Overall,Overall,17.7
2022,Mississippi,Average mentally unhealthy days among adults,Overall,Overall,5.1
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.5
2022,Nebraska,Frequent mental distress among adults,Overall,Overall,12.5
2022,Kansas,Average mentally unhealthy days among adults,Sex,Male,4.1
2022,Nebraska,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.0
2022,Mississippi,Frequent mental distress among adults,Race/Ethnicity,Hispanic,28.3
2022,Iowa,Frequent mental distress among adults,Age,Age >=65,7.1
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.4
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,Hispanic,19.8
2022,Michigan,Depression among adults,Overall,Overall,23.0
2022,Idaho,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",22.5
2022,Kansas,Frequent mental distress among adults,Overall,Overall,16.6
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.3
2022,Indiana,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",28.7
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.9
2022,Missouri,Average mentally unhealthy days among adults,Sex,Female,6.7
2022,Idaho,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",6.7
2022,Montana,Average mentally unhealthy days among adults,Sex,Female,6.4
2022,Maine,Frequent mental distress among adults,Overall,Overall,18.1
2022,Nebraska,Depression among adults,Age,Age >=65,9.8
2022,Minnesota,Average mentally unhealthy days among adults,Sex,Male,3.9
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.6
2022,Maryland,Average mentally unhealthy days among adults,Overall,Overall,4.6
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",2.9
2022,Illinois,Average mentally unhealthy days among adults,Overall,Overall,4.4
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.4
2022,Minnesota,Depression among adults,Overall,Overall,23.5
2022,Maine,Frequent mental distress among adults,Sex,Female,18.4
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.2
2022,Montana,Average mentally unhealthy days among adults,Age,Age 18-44,7.2
2022,Kansas,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",25.4
2022,Minnesota,Depression among adults,Race/Ethnicity,"White, non-Hispanic",26.7
2022,Maryland,Depression among adults,Race/Ethnicity,Hispanic,12.0
2022,Minnesota,Depression among adults,Sex,Female,31.3
2022,Indiana,Average mentally unhealthy days among adults,Sex,Female,6.2
2022,Idaho,Depression among adults,Sex,Male,16.2
2022,Louisiana,Depression among adults,Sex,Male,19.0
2022,Iowa,Depression among adults,Race/Ethnicity,Hispanic,12.3
2022,Nevada,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.2
2022,Kentucky,Depression among adults,Sex,Female,34.1
2022,Nevada,Average mentally unhealthy days among adults,Age,Age 45-64,4.5
2022,Massachusetts,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.7
2022,Kansas,Average mentally unhealthy days among adults,Sex,Male,4.0
2022,Iowa,Average mentally unhealthy days among adults,Sex,Female,5.5
2022,Idaho,Depression among adults,Sex,Male,16.5
2022,Missouri,Average mentally unhealthy days among adults,Age,Age 45-64,4.5
2022,Nebraska,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.1
2022,Idaho,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",23.9
2022,Indiana,Frequent mental distress among adults,Race/Ethnicity,Hispanic,13.9
2022,Mississippi,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,6.7
2022,Maryland,Average mentally unhealthy days among adults,Age,Age 18-44,6.1
2022,Louisiana,Frequent mental distress among adults,Overall,Overall,20.1
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,Hispanic,15.8
2022,Idaho,Depression among adults,Age,Age >=65,15.2
2022,Massachusetts,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.8
2022,Illinois,Depression among adults,Race/Ethnicity,Hispanic,14.1
2022,Mississippi,Depression among adults,Race/Ethnicity,"White, non-Hispanic",25.8
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.7
2022,Indiana,Frequent mental distress among adults,Sex,Female,20.3
2022,Maine,Depression among adults,Sex,Female,32.6
2022,Missouri,Depression among adults,Age,Age >=65,15.3
2022,Kentucky,Depression among adults,Overall,Overall,25.8
2022,Nevada,Depression among adults,Age,Age >=65,13.3
2022,Nebraska,Depression among adults,Overall,Overall,17.5
2022,Michigan,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23.5
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",7.4
2022,Maryland,Depression among adults,Sex,Female,22.3
2022,Minnesota,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",31.2
2022,Maryland,Depression among adults,Age,Age 45-64,16.8
2022,Kansas,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",19.6
2022,Maine,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",48.1
2022,Minnesota,Average mentally unhealthy days among adults,Overall,Overall,4.9
2022,Missouri,Frequent mental distress among adults,Age,Age 18-44,23.3
2022,Nevada,Average mentally unhealthy days among adults,Sex,Male,4.3
2022,Montana,Depression among adults,Overall,Overall,25.8
2022,Michigan,Depression among adults,Sex,Female,30.3
2022,Louisiana,Depression among adults,Race/Ethnicity,"White, non-Hispanic",28.5
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.1
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.2
2022,Iowa,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.4
2022,Michigan,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",18.5
2022,Montana,Frequent mental distress among adults,Sex,Female,21.3
2022,Idaho,Depression among adults,Age,Age 45-64,21.2
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",19.1
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,7.3
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.6
2022,Nebraska,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",24.3
2022,Mississippi,Frequent mental distress among adults,Overall,Overall,16.5
2022,Massachusetts,Frequent mental distress among adults,Overall,Overall,14.6
2022,Minnesota,Frequent mental distress among adults,Overall,Overall,14.8
2022,Massachusetts,Depression among adults,Age,Age >=65,15.9
2022,Louisiana,Depression among adults,Age,Age 18-44,29.3
2022,Indiana,Average mentally unhealthy days among adults,Age,Age 45-64,4.7
2022,Iowa,Average mentally unhealthy days among adults,Overall,Overall,4.4
2022,Louisiana,Depression among adults,Overall,Overall,26.4
2022,Minnesota,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.2
2022,Indiana,Depression among adults,Race/Ethnicity,Hispanic,18.9
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.2
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",5.6
2022,Kentucky,Average mentally unhealthy days among adults,Age,Age 18-44,5.7
2022,Montana,Depression among adults,Sex,Female,34.5
2022,Kansas,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.7
2022,Missouri,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",5.9
2022,Indiana,Frequent mental distress among adults,Overall,Overall,16.8
2022,Montana,Frequent mental distress among adults,Sex,Male,14.5
2022,Maine,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.3
2022,Kansas,Depression among adults,Age,Age 45-64,16.7
2022,Massachusetts,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.8
2022,Illinois,Depression among adults,Age,Age 45-64,15.8
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",34.9
2022,Idaho,Average mentally unhealthy days among adults,Age,Age 45-64,3.7
2022,Michigan,Frequent mental distress among adults,Age,Age 18-44,22.5
2022,Michigan,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",17.6
2022,Illinois,Frequent mental distress among adults,Sex,Male,12.0
2022,Illinois,Depression among adults,Sex,Female,21.5
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.7
2022,Missouri,Depression among adults,Race/Ethnicity,Hispanic,27.7
2022,Kentucky,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.1
2022,Massachusetts,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,5.3
2022,Nevada,Depression among adults,Sex,Female,22.9
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",6.2
2022,Idaho,Average mentally unhealthy days among adults,Overall,Overall,4.9
2022,Nevada,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",16.0
2022,Maryland,Frequent mental distress among adults,Sex,Female,18.4
2022,Maryland,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",9.4
2022,Indiana,Average mentally unhealthy days among adults,Sex,Male,4.3
2022,Iowa,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",9.8
2022,Nebraska,Depression among adults,Sex,Female,24.7
2022,Illinois,Frequent mental distress among adults,Overall,Overall,14.0
2022,Louisiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",8.7
2022,Missouri,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.9
2022,Montana,Depression among adults,Age,Age 18-44,31.6
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",7.1
2022,Iowa,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",47.6
2022,Mississippi,Depression among adults,Race/Ethnicity,Hispanic,26.4
2022,Michigan,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23.7
2022,Idaho,Frequent mental distress among adults,Age,Age 18-44,20.8
2022,Montana,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.2
2022,Indiana,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",15.2
2022,Kentucky,Frequent mental distress among adults,Sex,Male,14.2
2022,Minnesota,Average mentally unhealthy days among adults,Age,Age >=65,2.2
2022,Nevada,Frequent mental distress among adults,Overall,Overall,15.2
2022,Minnesota,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",17.9
2022,Minnesota,Frequent mental distress among adults,Race/Ethnicity,Hispanic,16.6
2022,Idaho,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",35.3
2022,Louisiana,Depression among adults,Sex,Male,19.4
2022,Montana,Frequent mental distress among adults,Age,Age 45-64,12.5
2022,Iowa,Depression among adults,Sex,Male,11.6
2022,Maine,Average mentally unhealthy days among adults,Overall,Overall,5.1
2022,Iowa,Frequent mental distress among adults,Age,Age 45-64,12.4
2022,Kansas,Depression among adults,Sex,Male,12.5
2022,Nebraska,Average mentally unhealthy days among adults,Age,Age 45-64,3.5
2022,Maine,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.4
2022,Massachusetts,Depression among adults,Sex,Male,15.9
2022,Mississippi,Frequent mental distress among adults,Age,Age >=65,8.2
2022,Kansas,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",28.5
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",26.4
2022,Minnesota,Average mentally unhealthy days among adults,Sex,Female,5.8
2022,Montana,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.2
2022,Mississippi,Average mentally unhealthy days among adults,Age,Age 18-44,6.1
2022,Missouri,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",21.0
2022,Montana,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",7.1
2022,Massachusetts,Average mentally unhealthy days among adults,Sex,Female,5.4
2022,Michigan,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",5.5
2022,Kentucky,Frequent mental distress among adults,Sex,Female,18.6
2022,Nevada,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.7
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",5.4
2022,Indiana,Depression among adults,Race/Ethnicity,"White, non-Hispanic",25.2
2022,Mississippi,Depression among adults,Age,Age 18-44,21.9
2022,Indiana,Frequent mental distress among adults,Sex,Male,13.6
2022,Maine,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",31.3
2022,Maine,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",44.5
2022,Louisiana,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",20.0
2022,Michigan,Depression among adults,Age,Age >=65,14.7
2022,Montana,Average mentally unhealthy days among adults,Age,Age >=65,2.9
2022,Iowa,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",47.6
2022,Indiana,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,4.4
2022,Nevada,Depression among adults,Race/Ethnicity,"White, non-Hispanic",24.2
2022,Kentucky,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",29.4
2022,Minnesota,Frequent mental distress among adults,Sex,Female,17.5
2022,Maryland,Depression among adults,Age,Age 18-44,21.9
2022,Nebraska,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",28.3
2022,Nevada,Average mentally unhealthy days among adults,Sex,Female,5.3
2022,Missouri,Depression among adults,Race/Ethnicity,"White, non-Hispanic",23.2
2022,Maryland,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",4.4
2022,Massachusetts,Average mentally unhealthy days among adults,Age,Age 45-64,4.0
2022,Mississippi,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",15.1
2022,Louisiana,Average mentally unhealthy days among adults,Sex,Female,7.6
2022,Illinois,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.2
2022,Maryland,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",23.0
2022,Mississippi,Depression among adults,Race/Ethnicity,Hispanic,30.3
2022,Nebraska,Frequent mental distress among adults,Age,Age 45-64,10.5
2022,Missouri,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",27.7
2022,Louisiana,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",22.2
2022,Illinois,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",28.1
2022,Iowa,Frequent mental distress among adults,Overall,Overall,14.1
